,Unnamed: 0,YEAR,State_code,State,TopicType,Type of smoking,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,pct of young people,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Period
5259,5259,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,8.8,,,1.1,6.5,11.0,1433.0,Overall,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
5260,5260,2010,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.8,,,0.2,0.4,1.2,2091.0,Overall,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
5261,5261,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,8.7,,,0.9,7.1,10.4,2295.0,Male,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
5262,5262,2007,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.7,,,0.6,1.5,3.9,753.0,Female,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,2.0
5263,5263,2010,AR,Arkansas,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,36.8,,,8.3,20.6,53.0,67.0,Female,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,2.0
5264,5264,2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,4.9,,,0.5,3.8,6.0,2462.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
5265,5265,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,37.5,,,2.8,32.1,42.9,664.0,Male,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
5266,5266,2013,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,4.1,,,0.5,3.2,5.0,3973.0,Overall,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
5267,5267,2007,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,7.1,,,0.8,5.5,8.7,987.0,Female,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
5268,5268,2007,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,35.2,,,2.7,30.0,40.4,1447.0,Overall,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5269,5269,2000,MD,Maryland,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,52.6,,,3.2,46.4,58.9,660.0,Male,All Races,All Ages,Middle School,"(39.290580964, -76.609260111)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,1.0
5270,5270,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,7.4,,,0.9,5.6,9.2,1421.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
5271,5271,2013,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,7.0,,,1.0,5.1,8.9,979.0,Male,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,3.0
5272,5272,2000,MD,Maryland,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.8,,,1.5,48.8,54.8,3261.0,Male,All Races,All Ages,High School,"(39.290580964, -76.609260111)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,1.0
5273,5273,2004,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,7.6,,,0.8,6.1,9.1,1749.0,Overall,All Races,All Ages,High School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5274,5274,2009,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,1.8,,,0.6,0.6,3.0,639.0,Female,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
5275,5275,2000,CO,Colorado,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,10.2,,,1.3,7.6,12.8,1477.0,Overall,All Races,All Ages,Middle School,"(38.843840757, -106.133610921)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
5276,5276,2014,MN,Minnesota,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,3.0
5277,5277,2002,NY,New York,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.7,,,0.5,0.7,2.7,2132.0,Female,All Races,All Ages,Middle School,"(42.827001032, -75.543970427)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5278,5278,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,25.8,,,1.6,22.6,28.9,3034.0,Overall,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5279,5279,2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,38.3,,,1.9,34.5,42.1,770.0,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
5280,5280,2000,MD,Maryland,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,62.7,,,3.7,55.6,69.9,774.0,Male,All Races,All Ages,Middle School,"(39.290580964, -76.609260111)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
5281,5281,2009,SD,South Dakota,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,59.0,,,4.9,49.3,68.7,189.0,Overall,All Races,All Ages,Middle School,"(44.353130053, -100.373530637)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,2.0
5282,5282,2002,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,8.3,,,1.2,5.9,10.7,1510.0,Overall,All Races,All Ages,High School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
5283,5283,2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,16.0,,,1.3,13.5,18.5,4113.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5284,5284,2009,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.6,,,0.2,0.2,1.0,1307.0,Overall,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
5285,5285,2005,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,17.6,,,1.4,14.8,20.4,975.0,Female,All Races,All Ages,High School,"(34.86597028, -111.763811277)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
5286,5286,2010,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,17.2,,,1.6,14.0,20.4,832.0,Male,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
5287,5287,2000,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,49.2,,,6.3,36.9,61.5,72.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
5288,5288,2007,AR,Arkansas,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.9,,,5.4,41.4,62.4,132.0,Female,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
5289,5289,2009,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.3,,,0.1,0.1,0.5,1801.0,Male,All Races,All Ages,Middle School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
5290,5290,2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,6.8,,,1.1,4.7,8.9,1347.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
5291,5291,2012,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,30.3,,,3.2,24.1,36.5,1187.0,Female,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,3.0
5292,5292,2001,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58.4,,,5.9,46.8,69.9,376.0,Female,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,1.0
5293,5293,2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,12.5,,,1.3,9.9,15.0,1849.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5294,5294,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.4,,,1.0,1.5,5.3,884.0,Female,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
5295,5295,2007,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,47.7,,,2.7,42.4,53.0,206.0,Overall,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,2.0
5296,5296,2011,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,50.0,,,2.8,44.6,55.4,1328.0,Overall,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,3.0
5297,5297,2005,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,3.9,,,0.8,2.3,5.5,705.0,Male,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
5298,5298,2000,OH,Ohio,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54.4,,,4.9,44.9,63.9,99.0,Male,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
5299,5299,2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(33.998821303, -81.045371207)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,3.0
5300,5300,2016,AL,Alabama,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,34.8,,,7.4,20.2,49.4,74.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,3.0
5301,5301,2007,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.2,,,0.6,0.1,2.3,611.0,Female,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,2.0
5302,5302,1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,56.2,,,4.2,47.9,64.5,266.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,1.0
5303,5303,2005,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,60.0,,,4.7,50.8,69.2,154.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,2.0
5304,5304,2006,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,17.0,,,2.1,12.9,21.1,1590.0,Overall,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5305,5305,2002,KS,Kansas,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,1.0
5306,5306,2000,TX,Texas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.7,,,0.6,0.6,2.8,1005.0,Female,All Races,All Ages,Middle School,"(31.827240407, -99.426770206)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
5307,5307,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,3.0
5308,5308,2003,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.6,,,0.4,0.7,2.4,961.0,Female,All Races,All Ages,High School,"(44.353130053, -100.373530637)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
5309,5309,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,9.8,,,1.5,6.9,12.8,1028.0,Female,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
5310,5310,2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.6,,,1.1,4.5,8.7,1884.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
5311,5311,2002,IA,Iowa,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,68.4,,,9.2,50.3,86.5,52.0,Female,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,1.0
5312,5312,2006,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,24.2,,,1.8,20.7,27.7,1399.0,Male,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
5313,5313,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,28.6,,,2.5,23.6,33.6,1474.0,Overall,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
5314,5314,2008,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.6,,,0.7,1.3,3.9,1012.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
5315,5315,2004,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.1,,,0.3,0.5,1.8,896.0,Female,All Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5316,5316,1999,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.9,,,0.2,0.6,1.2,4101.0,Male,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
5317,5317,2007,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,18.5,,,2.1,14.4,22.6,775.0,Male,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5318,5318,2007,WV,West Virginia,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.8,,,4.9,44.2,63.4,139.0,Overall,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,2.0
5319,5319,2010,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,26.1,,,1.7,22.7,29.5,2113.0,Male,All Races,All Ages,Middle School,"(37.645970271, -84.774971048)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
5320,5320,2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,53.0,,,5.3,42.6,63.4,94.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,3.0
5321,5321,2002,MA,Massachusetts,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,71.7,,,4.2,63.5,79.9,132.0,Female,All Races,All Ages,High School,"(42.27687047, -72.082690675)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,1.0
5322,5322,2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.4,,,0.6,0.2,2.6,838.0,Male,All Races,All Ages,Middle School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
5323,5323,2009,WV,West Virginia,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.2,,,5.0,47.4,67.0,65.0,Female,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,2.0
5324,5324,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,18.1,,,2.0,14.2,22.0,667.0,Male,All Races,All Ages,High School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5325,5325,2012,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,34.1,,,1.9,30.3,37.9,1492.0,Overall,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,3.0
5326,5326,2002,FL,Florida,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,7.5,,,1.0,5.6,9.4,8846.0,Overall,All Races,All Ages,High School,"(28.932040377, -81.928960539)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5327,5327,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,7.9,,,1.1,5.8,9.9,778.0,Female,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
5328,5328,2008,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,25.8,,,1.7,22.4,29.2,2048.0,Overall,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5329,5329,2011,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,23.2,,,1.6,20.0,26.4,680.0,Female,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
5330,5330,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,13.7,,,1.7,10.4,16.9,1694.0,Overall,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
5331,5331,2009,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,0.3,,,0.2,0.0,0.6,2326.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
5332,5332,2002,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,36.0,,,2.7,30.8,41.2,708.0,Male,All Races,All Ages,High School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
5333,5333,1999,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,3.2,,,0.5,2.2,4.2,1550.0,Overall,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
5334,5334,1999,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,13.6,,,1.9,9.9,17.3,641.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
5335,5335,2000,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.8,,,0.5,0.8,2.9,1556.0,Overall,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
5336,5336,1999,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,31.6,,,1.1,29.4,33.8,6149.0,Overall,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
5337,5337,2007,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.6,,,0.2,0.2,1.0,1117.0,Male,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
5338,5338,2000,TX,Texas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,19.8,,,3.1,13.6,25.9,2271.0,Overall,All Races,All Ages,High School,"(31.827240407, -99.426770206)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
5339,5339,2002,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,2.5,,,0.4,1.8,3.2,2659.0,Overall,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
5340,5340,2010,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,6.4,,,1.1,4.2,8.6,1100.0,Female,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
5341,5341,2000,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,11.4,,,1.5,8.5,14.4,1605.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
